"GeographyCode","QS403EW0001","QS403EW0002","QS403EW0003","QS403EW0004","QS403EW0005","QS403EW0006","QS403EW0007","QS403EW0008","QS403EW0009","QS403EW0010","QS403EW0011","QS403EW0012","QS403EW0013","QS403EW0014"
"E00021141",333,6,5,1,5,299,41,258,23,19,1,0,3,0
"E00021143",393,55,11,44,0,265,249,16,71,71,0,0,0,2
"E00021145",241,52,27,25,0,142,15,127,46,40,6,0,0,1
"E00021146",293,67,17,50,2,43,2,41,179,175,0,2,2,2
"E00021147",205,40,21,19,0,102,6,96,58,57,0,0,1,5
"E00021148",279,39,12,27,4,147,93,54,82,72,7,3,0,7
"E00021149",353,57,17,40,1,250,76,174,41,33,0,6,2,4
"E00021150",298,63,17,46,0,189,175,14,46,46,0,0,0,0
"E00021151",275,9,5,4,0,219,74,145,47,47,0,0,0,0
"E00021152",379,81,12,69,0,263,141,122,33,33,0,0,0,2
"E00021153",341,36,4,32,0,26,14,12,276,267,2,7,0,3
"E00021154",401,27,8,19,22,299,193,106,47,47,0,0,0,6
"E00021155",359,99,24,75,2,30,0,30,228,211,0,9,8,0
"E00021156",237,27,11,16,2,155,90,65,52,45,0,7,0,1
"E00021157",331,29,14,15,7,236,120,116,59,57,0,2,0,0
"E00021158",340,37,8,29,0,277,147,130,25,25,0,0,0,1
"E00021159",571,150,35,115,0,264,120,144,148,129,4,11,4,9
"E00021160",322,68,29,39,0,173,160,13,78,75,0,3,0,3
"E00021161",391,111,47,64,0,176,62,114,95,90,0,5,0,9
"E00021162",375,82,36,46,3,172,155,17,117,115,0,2,0,1
"E00021163",309,60,33,27,1,185,64,121,62,49,0,4,9,1
"E00021164",279,58,32,26,0,200,71,129,16,11,0,0,5,5
"E00021165",338,61,8,53,1,206,180,26,62,62,0,0,0,8
"E00021166",387,72,18,54,0,176,90,86,139,138,0,1,0,0
"E00021167",305,88,36,52,0,122,56,66,92,82,0,10,0,3
"E00021168",374,94,21,73,4,15,10,5,258,246,4,6,2,3
"E00021169",467,91,25,66,27,214,87,127,132,113,0,5,14,3
"E00021170",466,63,17,46,0,326,319,7,77,58,2,11,6,0
"E00021171",660,70,18,52,0,412,243,169,169,164,0,5,0,9
"E00021172",275,26,15,11,7,183,13,170,49,45,0,0,4,10
"E00021173",372,108,21,87,0,183,168,15,80,76,0,3,1,1
"E00021174",228,123,43,80,0,1,1,0,103,101,0,2,0,1
"E00021175",288,69,21,48,6,93,86,7,102,96,2,4,0,18
"E00021176",298,59,14,45,12,166,119,47,58,56,0,2,0,3
"E00021177",425,73,22,51,0,273,114,159,79,77,0,2,0,0
"E00021179",327,85,24,61,3,51,30,21,184,171,0,10,3,4
"E00021180",444,57,19,38,4,243,157,86,137,126,0,11,0,3
"E00021181",230,60,11,49,0,66,37,29,100,94,0,6,0,4
"E00021182",343,79,32,47,0,49,15,34,213,213,0,0,0,2
"E00021183",231,107,28,79,6,21,1,20,95,93,0,2,0,2
"E00021184",169,24,4,20,19,72,70,2,54,54,0,0,0,0
"E00021185",299,64,26,38,6,164,14,150,64,64,0,0,0,1
"E00021186",440,96,17,79,0,233,211,22,105,102,0,2,1,6
"E00021187",307,35,23,12,0,192,163,29,74,66,0,5,3,6
"E00021188",302,36,4,32,0,203,18,185,61,57,0,3,1,2
"E00021189",397,99,42,57,0,179,168,11,109,101,0,2,6,10
"E00021190",452,92,23,69,3,138,136,2,206,200,0,6,0,13
"E00021191",396,156,44,112,9,129,125,4,102,82,0,20,0,0
"E00021192",329,54,22,32,5,158,148,10,109,103,0,0,6,3
"E00021193",323,97,30,67,0,12,12,0,209,188,0,16,5,5
"E00021194",563,72,33,39,26,321,191,130,143,138,0,0,5,1
"E00021195",392,75,17,58,1,238,232,6,78,78,0,0,0,0
"E00021196",381,36,9,27,5,308,181,127,26,24,0,2,0,6
"E00021197",415,135,55,80,3,125,80,45,143,136,0,1,6,9
"E00021198",313,113,48,65,0,131,94,37,62,62,0,0,0,7
"E00021199",182,4,2,2,0,170,41,129,8,5,0,0,3,0
"E00021200",322,49,16,33,6,161,154,7,105,103,1,1,0,1
"E00021201",321,100,37,63,1,116,108,8,102,96,0,6,0,2
"E00021202",285,69,9,60,0,167,142,25,42,36,0,6,0,7
"E00021203",246,45,15,30,0,121,99,22,79,76,0,0,3,1
"E00021204",401,69,11,58,3,252,18,234,74,69,0,2,3,3
"E00021205",336,69,24,45,0,187,164,23,76,76,0,0,0,4
"E00021206",239,37,10,27,0,175,160,15,24,24,0,0,0,3
"E00021207",256,69,17,52,1,40,3,37,143,141,0,2,0,3
"E00021208",299,63,15,48,6,165,125,40,63,61,0,2,0,2
"E00021209",246,45,5,40,5,142,127,15,54,52,0,2,0,0
"E00021210",289,73,16,57,1,146,124,22,67,60,0,0,7,2
"E00021211",372,64,14,50,0,148,146,2,147,147,0,0,0,13
"E00021212",270,53,6,47,1,153,125,28,63,60,0,0,3,0
"E00021213",415,62,9,53,0,234,173,61,118,107,0,3,8,1
"E00021214",442,101,27,74,1,203,169,34,130,116,0,2,12,7
"E00021215",344,103,32,71,4,20,17,3,216,205,0,8,3,1
"E00021216",325,14,2,12,7,218,88,130,80,77,0,3,0,6
"E00021217",452,65,24,41,4,223,153,70,157,145,0,0,12,3
"E00021218",491,190,57,133,2,70,23,47,218,216,0,2,0,11
"E00021219",250,111,48,63,1,92,26,66,46,38,0,2,6,0
"E00021220",348,116,22,94,3,53,5,48,174,164,0,10,0,2
"E00021223",388,106,20,86,0,77,0,77,203,190,5,6,2,2
"E00021224",409,121,54,67,2,130,37,93,152,141,0,9,2,4
"E00021225",292,50,15,35,0,142,26,116,98,95,2,0,1,2
"E00021227",269,125,46,79,2,68,10,58,74,74,0,0,0,0
"E00021228",359,143,60,83,3,110,44,66,93,89,0,4,0,10
"E00021229",309,56,6,50,0,195,48,147,41,39,0,2,0,17
"E00021230",248,131,58,73,0,54,12,42,60,58,0,1,1,3
"E00021231",210,35,13,22,0,139,23,116,35,27,0,7,1,1
"E00021235",368,45,2,43,0,302,288,14,16,16,0,0,0,5
"E00021236",324,47,6,41,2,168,146,22,104,100,0,0,4,3
"E00021238",398,151,67,84,0,10,0,10,232,231,0,1,0,5
"E00021239",286,98,40,58,0,3,0,3,178,173,0,3,2,7
"E00021240",304,89,27,62,0,35,4,31,173,169,0,4,0,7
"E00021241",274,130,30,100,0,14,2,12,129,127,0,0,2,1
"E00021243",398,41,2,39,0,253,115,138,103,100,0,1,2,1
"E00021244",254,28,3,25,5,202,39,163,18,17,0,1,0,1
"E00021245",246,90,36,54,2,87,19,68,65,65,0,0,0,2
"E00021246",517,77,23,54,62,269,83,186,93,90,0,0,3,16
"E00021247",402,48,11,37,5,273,96,177,76,72,0,1,3,0
"E00021248",380,38,12,26,0,298,77,221,44,37,0,0,7,0
"E00021249",329,11,6,5,7,287,26,261,17,17,0,0,0,7
"E00021251",292,81,29,52,0,127,28,99,71,67,0,0,4,13
"E00021252",267,94,40,54,0,1,0,1,166,158,0,8,0,6
"E00021253",304,41,6,35,0,183,75,108,72,63,0,4,5,8
"E00021254",237,80,15,65,0,5,0,5,150,141,0,5,4,2
"E00021255",221,107,16,91,3,8,0,8,103,101,0,0,2,0
"E00021256",242,90,13,77,1,4,0,4,147,143,0,4,0,0
"E00021257",242,110,38,72,16,16,0,16,94,93,0,1,0,6
"E00021258",360,79,23,56,4,214,67,147,63,60,0,0,3,0
"E00021259",399,103,34,69,6,165,80,85,120,116,0,4,0,5
"E00021260",320,69,32,37,0,174,63,111,72,68,0,4,0,5
"E00021261",278,49,2,47,3,133,11,122,92,84,0,4,4,1
"E00021262",305,49,8,41,6,183,171,12,66,66,0,0,0,1
"E00021263",401,180,52,128,26,104,35,69,79,75,4,0,0,12
"E00021266",281,85,29,56,0,104,33,71,92,88,0,4,0,0
"E00021267",329,56,22,34,0,207,24,183,65,64,0,1,0,1
"E00021268",253,30,8,22,4,153,39,114,66,62,0,4,0,0
"E00021271",392,42,21,21,3,330,16,314,16,13,0,3,0,1
"E00021272",221,30,7,23,3,134,29,105,48,48,0,0,0,6
"E00021273",285,71,28,43,5,182,58,124,25,24,0,1,0,2
"E00021274",549,73,18,55,2,404,68,336,66,64,0,0,2,4
"E00021275",259,39,16,23,0,195,79,116,25,25,0,0,0,0
"E00021277",249,13,1,12,0,216,20,196,10,10,0,0,0,10
"E00021278",199,14,1,13,0,135,26,109,50,48,0,2,0,0
"E00021279",444,57,9,48,1,327,69,258,45,39,0,6,0,14
"E00021280",287,56,28,28,3,97,41,56,126,121,0,3,2,5
"E00021281",531,98,34,64,38,199,105,94,195,187,0,4,4,1
"E00021282",407,94,19,75,15,181,62,119,117,111,0,3,3,0
"E00021285",123,28,4,24,47,15,10,5,33,30,0,3,0,0
"E00021286",230,94,43,51,2,36,13,23,98,98,0,0,0,0
"E00021287",278,110,16,94,0,4,1,3,164,160,0,4,0,0
"E00021288",239,114,28,86,0,7,2,5,117,111,0,6,0,1
"E00021289",330,17,6,11,6,290,274,16,17,17,0,0,0,0
"E00021290",342,63,21,42,1,212,184,28,56,55,0,1,0,10
"E00021291",374,140,34,106,0,6,1,5,224,216,0,7,1,4
"E00021292",312,58,32,26,0,173,148,25,79,79,0,0,0,2
"E00021294",578,48,21,27,0,491,96,395,37,37,0,0,0,2
"E00021295",379,114,39,75,5,94,27,67,141,134,0,7,0,25
"E00021296",341,93,29,64,0,128,2,126,117,112,0,5,0,3
"E00021297",415,165,57,108,6,140,28,112,94,94,0,0,0,10
"E00021298",417,179,51,128,38,62,3,59,130,126,0,4,0,8
"E00021299",438,130,34,96,40,112,83,29,155,148,0,2,5,1
"E00021300",488,227,86,141,6,48,6,42,202,189,0,13,0,5
"E00021301",522,88,17,71,1,335,206,129,88,83,4,1,0,10
"E00021302",463,106,39,67,12,181,71,110,160,156,0,4,0,4
"E00021303",349,85,19,66,0,176,153,23,88,86,0,0,2,0
"E00021304",351,72,34,38,2,143,29,114,129,129,0,0,0,5
"E00021305",255,155,86,69,0,31,7,24,69,63,0,4,2,0
"E00021306",264,128,49,79,5,48,28,20,74,69,0,3,2,9
"E00021307",456,143,50,93,3,56,14,42,252,238,0,13,1,2
"E00021308",432,98,58,40,5,186,108,78,141,141,0,0,0,2
"E00021309",189,68,13,55,0,10,0,10,111,107,0,4,0,0
"E00021310",259,104,52,52,0,95,28,67,60,58,0,2,0,0
"E00021311",335,75,34,41,0,203,15,188,57,54,2,1,0,0
"E00021312",316,102,40,62,8,123,28,95,81,76,0,4,1,2
"E00021313",484,156,42,114,0,124,63,61,198,185,0,11,2,6
"E00021314",370,230,73,157,0,61,4,57,77,77,0,0,0,2
"E00021315",138,0,0,0,0,134,17,117,4,4,0,0,0,0
"E00021316",322,86,29,57,0,161,22,139,66,66,0,0,0,9
"E00021317",328,209,65,144,0,41,7,34,78,78,0,0,0,0
"E00021318",303,76,19,57,2,88,65,23,136,128,0,8,0,1
"E00021319",330,56,17,39,2,147,48,99,125,125,0,0,0,0
"E00021320",317,106,30,76,11,142,91,51,48,45,0,3,0,10
"E00021321",302,91,38,53,0,129,18,111,82,75,0,4,3,0
"E00021322",315,57,21,36,3,171,27,144,83,74,0,9,0,1
"E00021323",374,35,8,27,3,211,148,63,113,104,0,6,3,12
"E00021324",380,139,41,98,3,91,9,82,138,138,0,0,0,9
"E00021325",413,107,44,63,7,210,43,167,85,79,0,6,0,4
"E00021326",433,93,17,76,2,252,228,24,86,78,0,8,0,0
"E00021327",397,103,31,72,17,181,10,171,93,77,4,9,3,3
"E00021328",434,56,13,43,4,234,203,31,130,130,0,0,0,10
"E00021329",398,45,17,28,3,248,149,99,94,89,0,0,5,8
"E00021330",334,35,13,22,2,208,130,78,73,68,0,3,2,16
"E00021331",200,13,2,11,0,144,40,104,40,36,0,1,3,3
"E00021332",491,59,6,53,3,363,185,178,65,56,0,4,5,1
"E00021333",351,78,19,59,1,192,102,90,77,73,3,1,0,3
"E00021334",377,97,21,76,0,220,178,42,58,45,0,11,2,2
"E00021335",564,64,32,32,12,384,77,307,87,87,0,0,0,17
"E00021336",300,48,9,39,0,218,104,114,26,26,0,0,0,8
"E00021337",339,34,2,32,17,265,22,243,21,21,0,0,0,2
"E00021338",452,86,42,44,2,265,89,176,95,79,5,2,9,4
"E00021339",331,76,42,34,9,112,95,17,131,122,0,9,0,3
"E00021340",383,45,6,39,0,97,26,71,234,234,0,0,0,7
"E00021342",342,43,15,28,0,257,103,154,42,42,0,0,0,0
"E00021344",534,49,20,29,13,365,188,177,107,97,0,10,0,0
"E00021345",348,40,10,30,0,217,95,122,91,82,0,4,5,0
"E00021346",341,38,4,34,19,210,97,113,74,67,0,2,5,0
"E00021347",408,31,3,28,5,303,161,142,69,63,0,2,4,0
"E00021349",399,55,7,48,0,264,132,132,72,64,0,6,2,8
"E00021350",354,63,8,55,6,177,33,144,97,97,0,0,0,11
"E00021351",381,53,12,41,0,251,107,144,72,71,0,1,0,5
"E00021352",284,34,3,31,0,214,22,192,36,36,0,0,0,0
"E00021353",308,27,0,27,0,189,71,118,80,75,0,1,4,12
"E00021354",463,52,17,35,21,325,24,301,60,48,0,5,7,5
"E00021355",300,97,39,58,1,58,16,42,144,125,0,19,0,0
"E00021357",412,97,9,88,0,265,120,145,44,36,0,0,8,6
"E00021359",369,57,17,40,3,230,71,159,79,79,0,0,0,0
"E00021360",450,51,11,40,2,247,132,115,150,145,0,2,3,0
"E00021361",371,19,9,10,20,290,37,253,33,30,0,3,0,9
"E00021363",389,73,13,60,1,229,103,126,83,82,0,0,1,3
"E00021364",570,180,67,113,1,253,92,161,132,125,4,0,3,4
"E00021365",282,54,17,37,0,133,51,82,90,78,0,8,4,5
"E00021366",371,61,35,26,1,226,90,136,76,75,0,0,1,7
"E00021367",318,80,19,61,4,153,33,120,80,68,0,8,4,1
"E00021368",399,50,19,31,0,289,104,185,57,41,0,4,12,3
"E00021369",232,45,13,32,0,183,62,121,4,4,0,0,0,0
"E00021370",616,116,23,93,7,377,101,276,110,109,0,0,1,6
"E00021371",199,18,2,16,0,168,38,130,11,11,0,0,0,2
"E00021372",385,82,41,41,12,190,106,84,96,96,0,0,0,5
"E00021374",420,61,21,40,4,303,111,192,51,45,0,2,4,1
"E00021375",389,34,15,19,0,292,85,207,56,56,0,0,0,7
"E00021376",384,62,10,52,0,224,107,117,92,91,0,0,1,6
"E00021377",586,108,31,77,16,263,126,137,193,178,8,6,1,6
"E00021378",424,80,23,57,0,169,66,103,175,174,0,1,0,0
"E00021379",283,84,47,37,2,107,42,65,89,87,0,2,0,1
"E00021380",232,24,6,18,1,116,55,61,91,87,2,2,0,0
"E00021381",410,37,12,25,0,287,153,134,81,79,0,0,2,5
"E00021382",411,27,12,15,0,335,109,226,46,39,0,0,7,3
"E00021383",523,48,9,39,0,388,149,239,83,67,0,0,16,4
"E00021384",220,147,28,119,2,1,1,0,66,53,2,11,0,4
"E00021385",433,110,47,63,73,114,51,63,131,125,0,6,0,5
"E00021386",360,61,18,43,7,240,93,147,50,50,0,0,0,2
"E00021387",664,96,21,75,41,407,122,285,109,101,0,7,1,11
"E00021388",330,24,10,14,0,227,64,163,75,75,0,0,0,4
"E00021391",492,26,5,21,0,366,183,183,93,82,0,3,8,7
"E00021392",369,175,67,108,36,58,34,24,96,96,0,0,0,4
"E00021393",423,37,17,20,0,298,118,180,88,77,0,1,10,0
"E00021394",358,31,15,16,0,262,82,180,65,58,0,0,7,0
"E00021395",336,10,0,10,2,255,84,171,67,62,0,0,5,2
"E00021396",351,48,25,23,5,250,127,123,48,39,0,1,8,0
"E00021397",566,80,26,54,4,395,121,274,79,79,0,0,0,8
"E00021398",474,92,20,72,9,246,121,125,127,118,0,2,7,0
"E00021399",371,173,85,88,0,63,60,3,105,97,4,3,1,30
"E00021400",394,90,29,61,0,128,89,39,174,171,0,2,1,2
"E00021402",276,54,11,43,0,145,63,82,74,69,0,0,5,3
"E00021404",256,101,33,68,0,5,5,0,148,140,1,5,2,2
"E00021405",429,188,88,100,0,101,39,62,140,126,4,5,5,0
"E00021406",371,46,13,33,2,251,128,123,69,67,1,1,0,3
"E00021407",540,58,13,45,2,414,156,258,53,50,0,3,0,13
"E00021408",340,97,18,79,23,44,20,24,173,173,0,0,0,3
"E00021409",274,133,36,97,0,3,0,3,133,125,0,8,0,5
"E00021410",316,96,7,89,0,122,94,28,91,88,0,2,1,7
"E00021411",389,123,45,78,0,210,193,17,54,50,2,2,0,2
"E00021412",440,69,26,43,2,321,241,80,40,40,0,0,0,8
"E00021413",413,70,8,62,24,248,159,89,59,58,0,0,1,12
"E00021414",402,93,6,87,0,217,203,14,91,91,0,0,0,1
"E00021415",379,47,11,36,9,247,214,33,76,69,0,7,0,0
"E00021416",369,93,38,55,0,187,179,8,86,78,0,4,4,3
"E00021417",275,60,28,32,0,132,126,6,81,80,0,1,0,2
"E00021418",213,109,33,76,2,10,10,0,92,82,0,8,2,0
"E00021419",445,33,13,20,0,277,259,18,130,121,0,4,5,5
"E00021420",285,105,39,66,2,112,76,36,61,61,0,0,0,5
"E00021421",448,85,24,61,13,268,170,98,82,78,0,1,3,0
"E00021422",209,14,6,8,0,131,59,72,57,49,0,1,7,7
"E00021423",417,62,12,50,0,246,211,35,106,100,0,6,0,3
"E00021424",212,113,45,68,0,4,3,1,95,90,0,5,0,0
"E00021425",232,110,41,69,1,1,0,1,114,114,0,0,0,6
"E00021426",349,32,14,18,0,241,86,155,64,60,0,4,0,12
"E00021427",229,98,34,64,1,3,3,0,125,118,1,6,0,2
"E00021428",393,50,16,34,0,265,116,149,69,63,0,4,2,9
"E00021429",141,26,6,20,17,69,7,62,29,26,0,0,3,0
"E00021430",331,71,9,62,3,209,204,5,42,42,0,0,0,6
"E00021431",319,85,31,54,0,157,140,17,77,73,0,4,0,0
"E00021432",387,76,28,48,0,241,226,15,70,69,0,0,1,0
"E00021433",624,162,21,141,0,288,194,94,172,169,0,3,0,2
"E00021434",421,122,40,82,0,193,186,7,106,106,0,0,0,0
"E00021437",318,65,26,39,2,172,72,100,79,74,0,0,5,0
"E00021438",210,51,25,26,1,114,51,63,39,37,0,1,1,5
"E00021439",236,27,10,17,0,130,123,7,77,77,0,0,0,2
"E00021440",451,171,59,112,0,138,134,4,131,107,0,18,6,11
"E00021441",358,142,63,79,0,169,2,167,45,34,0,10,1,2
"E00021442",335,26,10,16,3,254,10,244,47,47,0,0,0,5
"E00021443",247,36,5,31,0,155,19,136,55,52,0,0,3,1
"E00021444",325,49,26,23,0,175,36,139,93,62,0,0,31,8
"E00021445",422,59,16,43,1,277,262,15,82,68,0,0,14,3
"E00021446",448,77,17,60,0,319,315,4,52,52,0,0,0,0
"E00021447",266,116,25,91,9,25,22,3,116,112,0,3,1,0
"E00021448",337,50,15,35,0,247,211,36,36,33,0,3,0,4
"E00021449",333,75,21,54,9,127,66,61,119,113,0,6,0,3
"E00021450",187,98,45,53,1,43,0,43,43,43,0,0,0,2
"E00021451",400,53,22,31,0,286,262,24,59,53,0,6,0,2
"E00021452",212,60,21,39,12,83,78,5,56,54,0,1,1,1
"E00021453",310,45,20,25,4,156,81,75,95,91,0,4,0,10
"E00021454",357,36,4,32,0,257,83,174,64,60,0,4,0,0
"E00021455",346,49,20,29,0,259,245,14,38,34,0,4,0,0
"E00021458",259,96,30,66,4,36,19,17,120,116,0,4,0,3
"E00021459",256,88,24,64,3,42,35,7,123,117,0,6,0,0
"E00021460",385,103,37,66,4,133,117,16,145,143,0,2,0,0
"E00021461",250,79,20,59,4,109,97,12,58,50,0,8,0,0
"E00021462",314,61,29,32,0,179,179,0,74,71,3,0,0,0
"E00021463",338,101,30,71,0,157,154,3,73,72,0,1,0,7
"E00021464",279,42,7,35,0,138,62,76,99,97,0,2,0,0
"E00021465",416,85,18,67,5,226,208,18,87,84,0,3,0,13
"E00021466",382,65,27,38,0,176,155,21,141,72,0,0,69,0
"E00021467",371,47,20,27,0,215,195,20,97,59,0,0,38,12
"E00021468",265,42,14,28,15,115,105,10,89,81,0,4,4,4
"E00021469",446,61,26,35,7,242,228,14,114,114,0,0,0,22
"E00021470",282,69,24,45,9,115,104,11,77,70,1,4,2,12
"E00021471",373,75,19,56,6,239,190,49,47,45,0,2,0,6
"E00021473",299,58,17,41,6,141,129,12,94,61,0,0,33,0
"E00021474",402,89,40,49,1,204,201,3,106,103,0,0,3,2
"E00021475",377,88,22,66,3,155,132,23,123,119,1,0,3,8
"E00021476",406,86,12,74,0,199,80,119,119,114,0,4,1,2
"E00021477",460,83,23,60,4,173,28,145,169,163,4,2,0,31
"E00021478",333,82,40,42,0,145,26,119,95,85,0,6,4,11
"E00021479",411,74,23,51,4,82,12,70,248,240,0,6,2,3
"E00021480",303,77,17,60,0,57,10,47,169,161,0,8,0,0
"E00021481",413,61,24,37,0,191,72,119,161,148,0,10,3,0
"E00021482",455,128,37,91,2,138,39,99,186,175,0,9,2,1
"E00021483",600,155,29,126,6,147,36,111,291,271,0,19,1,1
"E00021484",364,124,34,90,7,41,8,33,190,182,0,8,0,2
"E00021485",330,12,1,11,2,258,34,224,52,52,0,0,0,6
"E00021486",387,75,35,40,0,190,78,112,122,107,0,8,7,0
"E00021487",220,21,2,19,0,178,87,91,5,2,0,2,1,16
"E00021488",444,83,15,68,12,216,92,124,127,127,0,0,0,6
"E00021489",346,48,10,38,0,204,63,141,87,85,0,2,0,7
"E00021490",306,52,7,45,0,183,69,114,60,50,0,4,6,11
"E00021491",285,42,4,38,1,219,76,143,23,23,0,0,0,0
"E00021492",372,46,6,40,4,223,99,124,89,86,0,0,3,10
"E00021493",481,37,12,25,0,368,202,166,76,73,0,0,3,0
"E00021494",546,102,30,72,0,365,73,292,65,63,0,2,0,14
"E00021495",609,80,24,56,0,433,199,234,95,88,0,7,0,1
"E00021496",360,45,11,34,1,243,75,168,71,65,0,0,6,0
"E00021497",517,74,12,62,0,359,175,184,83,79,0,0,4,1
"E00021498",389,44,6,38,0,313,133,180,30,29,0,0,1,2
"E00021499",306,65,10,55,0,113,13,100,119,112,0,7,0,9
"E00021500",310,57,14,43,0,148,7,141,102,98,0,4,0,3
"E00021501",292,26,13,13,0,170,76,94,96,95,0,0,1,0
"E00021502",375,6,1,5,0,353,24,329,14,14,0,0,0,2
"E00021503",393,62,8,54,0,274,87,187,51,40,0,7,4,6
"E00021504",399,30,4,26,0,264,72,192,101,101,0,0,0,4
"E00021505",296,60,26,34,0,189,31,158,45,45,0,0,0,2
"E00021506",317,54,17,37,1,181,58,123,80,80,0,0,0,1
"E00021507",376,34,8,26,0,202,66,136,137,135,0,2,0,3
"E00021508",358,67,27,40,0,156,68,88,133,130,0,0,3,2
"E00021509",499,79,28,51,1,280,115,165,139,135,0,4,0,0
"E00021510",240,86,47,39,0,8,5,3,144,141,0,3,0,2
"E00021511",205,81,26,55,0,5,0,5,119,111,3,3,2,0
"E00021516",252,61,21,40,0,129,4,125,55,55,0,0,0,7
"E00021517",304,66,19,47,3,118,9,109,116,111,0,3,2,1
"E00021518",337,59,13,46,0,106,0,106,164,159,0,0,5,8
"E00021519",463,175,41,134,11,60,28,32,215,209,0,6,0,2
"E00021520",216,77,10,67,1,15,5,10,121,121,0,0,0,2
"E00021521",259,104,28,76,3,111,25,86,41,31,6,4,0,0
"E00021522",468,41,5,36,4,357,48,309,61,58,0,3,0,5
"E00021524",590,75,18,57,2,297,36,261,211,205,0,6,0,5
"E00021525",308,92,24,68,0,32,9,23,179,176,2,1,0,5
"E00021526",342,107,21,86,0,7,0,7,224,221,0,3,0,4
"E00021527",317,98,36,62,0,7,5,2,212,208,0,4,0,0
"E00021528",259,99,36,63,3,116,41,75,40,40,0,0,0,1
"E00021529",192,22,4,18,4,135,4,131,28,28,0,0,0,3
"E00021531",597,122,35,87,0,357,130,227,109,100,0,7,2,9
"E00021532",318,129,46,83,0,2,0,2,185,180,0,5,0,2
"E00021533",242,114,31,83,1,2,0,2,117,114,0,3,0,8
"E00021534",225,81,31,50,1,2,0,2,140,137,0,2,1,1
"E00021535",286,105,36,69,19,45,16,29,101,96,0,0,5,16
"E00021536",282,119,22,97,0,8,6,2,155,155,0,0,0,0
"E00021537",339,159,49,110,0,6,0,6,165,158,0,7,0,9
"E00021538",684,265,88,177,6,3,3,0,406,396,0,8,2,4
"E00021539",252,78,16,62,0,4,3,1,165,162,0,0,3,5
"E00021541",229,63,21,42,0,16,0,16,146,140,0,6,0,4
"E00021542",218,76,19,57,1,3,0,3,119,68,47,2,2,19
"E00021543",270,100,37,63,0,3,0,3,165,161,0,2,2,2
"E00021544",180,98,24,74,0,11,0,11,71,67,0,3,1,0
"E00021546",196,75,24,51,0,0,0,0,118,117,1,0,0,3
"E00021547",278,74,17,57,0,153,36,117,48,43,0,5,0,3
"E00021549",386,63,20,43,13,230,47,183,77,77,0,0,0,3
"E00021550",402,39,15,24,3,309,62,247,49,43,0,0,6,2
"E00021552",241,59,19,40,0,131,36,95,51,50,0,1,0,0
"E00021553",349,21,7,14,0,278,42,236,42,36,0,1,5,8
"E00021554",259,64,19,45,30,49,9,40,115,110,0,0,5,1
"E00021555",447,44,20,24,0,286,70,216,106,106,0,0,0,11
"E00021556",285,106,32,74,0,4,2,2,174,164,0,10,0,1
